practice_input,target_hsn8,target_hsn4,target_hsn6,target_description,difficulty,source
baker yeast,21021020,2102,210210,BAKER'S YEAST,medium,training_mode
bake s yeas,21021020,2102,210210,BAKER'S YEAST,hard,training_mode
other,21021090,2102,210210,OTHER,easy,training_mode
othe,21021090,2102,210210,OTHER,hard,training_mode
inactive yeasts other single cell micro,21022000,2102,210220,"Inactive yeasts, other single-cell micro-organisms, dead",easy,training_mode
inactive other single micro organisms,21022000,2102,210220,"Inactive yeasts, other single-cell micro-organisms, dead",medium,training_mode
inactiv yeast othe singl cell micr,21022000,2102,210220,"Inactive yeasts, other single-cell micro-organisms, dead",hard,training_mode
prepared baking powders,21023000,2102,210230,PREPARED BAKING POWDERS,easy,training_mode
prepared powders,21023000,2102,210230,PREPARED BAKING POWDERS,medium,training_mode
prepare bakin powder,21023000,2102,210230,PREPARED BAKING POWDERS,hard,training_mode
soya sauce,21031000,2103,210310,SOYA SAUCE,easy,training_mode
soya sauc,21031000,2103,210310,SOYA SAUCE,hard,training_mode
tomato ketchup and other tomato sauces,21032000,2103,210320,TOMATO KETCHUP AND OTHER TOMATO SAUCES,easy,training_mode
tomato and other sauces,21032000,2103,210320,TOMATO KETCHUP AND OTHER TOMATO SAUCES,medium,training_mode
tomat ketchu and othe tomat sauce,21032000,2103,210320,TOMATO KETCHUP AND OTHER TOMATO SAUCES,hard,training_mode
mustard flour and meal and prepared,21033000,2103,210330,MUSTARD FLOUR AND MEAL AND PREPARED MUSTARD,easy,training_mode
mustard and meal prepared mustard,21033000,2103,210330,MUSTARD FLOUR AND MEAL AND PREPARED MUSTARD,medium,training_mode
mustar flou and meal and prepare,21033000,2103,210330,MUSTARD FLOUR AND MEAL AND PREPARED MUSTARD,hard,training_mode
curry paste,21039010,2103,210390,CURRY PASTE,easy,training_mode
curr past,21039010,2103,210390,CURRY PASTE,hard,training_mode
chilli sauce,21039020,2103,210390,CHILLI SAUCE,easy,training_mode
chill sauc,21039020,2103,210390,CHILLI SAUCE,hard,training_mode
majonnaise and salad dressings,21039030,2103,210390,MAJONNAISE AND SALAD DRESSINGS,easy,training_mode
majonnaise salad dressings,21039030,2103,210390,MAJONNAISE AND SALAD DRESSINGS,medium,training_mode
majonnais and sala dressing,21039030,2103,210390,MAJONNAISE AND SALAD DRESSINGS,hard,training_mode
mixed condiments and mixed seasoning,21039040,2103,210390,"MIXED, CONDIMENTS AND MIXED SEASONING",easy,training_mode
mixed and mixed,21039040,2103,210390,"MIXED, CONDIMENTS AND MIXED SEASONING",medium,training_mode
mixe condiment and mixe seasonin,21039040,2103,210390,"MIXED, CONDIMENTS AND MIXED SEASONING",hard,training_mode
other,21039090,2103,210390,OTHER,easy,training_mode
othe,21039090,2103,210390,OTHER,hard,training_mode
dried,21041010,2104,210410,DRIED,easy,training_mode
drie,21041010,2104,210410,DRIED,hard,training_mode
other,21041090,2104,210410,OTHER,easy,training_mode
othe,21041090,2104,210410,OTHER,hard,training_mode
homogenised composite food preparations,21042000,2104,210420,HOMOGENISED COMPOSITE FOOD PREPARATIONS,easy,training_mode
homogenised food preparations,21042000,2104,210420,HOMOGENISED COMPOSITE FOOD PREPARATIONS,medium,training_mode
homogenise composit food preparation,21042000,2104,210420,HOMOGENISED COMPOSITE FOOD PREPARATIONS,hard,training_mode
icecream and other edible ice whether,21050000,2105,210500,"ICECREAM AND OTHER EDIBLE ICE, WHETHER OR NOT CONTAINING COCOA",easy,training_mode
icecream other edible whether or containing,21050000,2105,210500,"ICECREAM AND OTHER EDIBLE ICE, WHETHER OR NOT CONTAINING COCOA",medium,training_mode
icecrea and othe edibl ice whethe,21050000,2105,210500,"ICECREAM AND OTHER EDIBLE ICE, WHETHER OR NOT CONTAINING COCOA",hard,training_mode
protein concentrates and textured protein substances,21061000,2106,210610,PROTEIN CONCENTRATES AND TEXTURED PROTEIN SUBSTANCES,easy,training_mode
protein and textured substances,21061000,2106,210610,PROTEIN CONCENTRATES AND TEXTURED PROTEIN SUBSTANCES,medium,training_mode
protei concentrate and texture protei substance,21061000,2106,210610,PROTEIN CONCENTRATES AND TEXTURED PROTEIN SUBSTANCES,hard,training_mode
sharbat,21069011,2106,210690,SHARBAT,easy,training_mode
sharba,21069011,2106,210690,SHARBAT,hard,training_mode
other,21069019,2106,210690,OTHER,easy,training_mode
othe,21069019,2106,210690,OTHER,hard,training_mode
pan masala,21069020,2106,210690,PAN MASALA,easy,training_mode
pan masal,21069020,2106,210690,PAN MASALA,hard,training_mode
betel nut product known as supari,21069030,2106,210690,"BETEL NUT PRODUCT KNOWN AS ""SUPARI""",easy,training_mode
betel product known supari,21069030,2106,210690,"BETEL NUT PRODUCT KNOWN AS ""SUPARI""",medium,training_mode
bete nut produc know as supar,21069030,2106,210690,"BETEL NUT PRODUCT KNOWN AS ""SUPARI""",hard,training_mode
sugar syrups containing added flavouring or,21069040,2106,210690,"SUGAR-SYRUPS CONTAINING ADDED FLAVOURING OR COLOURING MATTER, NOT ELSEWHERE SPECIFIED OR INCLUDED, LACTOSE SYRUP, GLUCOSE SYRUP AND MALTO DEXTRINE SYRUP",easy,training_mode
sugar containing added or colouring not,21069040,2106,210690,"SUGAR-SYRUPS CONTAINING ADDED FLAVOURING OR COLOURING MATTER, NOT ELSEWHERE SPECIFIED OR INCLUDED, LACTOSE SYRUP, GLUCOSE SYRUP AND MALTO DEXTRINE SYRUP",medium,training_mode
suga syrup containin adde flavourin or,21069040,2106,210690,"SUGAR-SYRUPS CONTAINING ADDED FLAVOURING OR COLOURING MATTER, NOT ELSEWHERE SPECIFIED OR INCLUDED, LACTOSE SYRUP, GLUCOSE SYRUP AND MALTO DEXTRINE SYRUP",hard,training_mode
compound preparations for making non alcoholic,21069050,2106,210690,COMPOUND PREPARATIONS FOR MAKING NON-ALCOHOLIC BEVERAGES,easy,training_mode
compound for making alcoholic beverages,21069050,2106,210690,COMPOUND PREPARATIONS FOR MAKING NON-ALCOHOLIC BEVERAGES,medium,training_mode
compoun preparation for makin non alcoholi,21069050,2106,210690,COMPOUND PREPARATIONS FOR MAKING NON-ALCOHOLIC BEVERAGES,hard,training_mode
food flavouring material,21069060,2106,210690,FOOD FLAVOURING MATERIAL,easy,training_mode
food material,21069060,2106,210690,FOOD FLAVOURING MATERIAL,medium,training_mode
food flavourin materia,21069060,2106,210690,FOOD FLAVOURING MATERIAL,hard,training_mode
churna for pan,21069070,2106,210690,CHURNA FOR PAN,easy,training_mode
churna pan,21069070,2106,210690,CHURNA FOR PAN,medium,training_mode
churn for pan,21069070,2106,210690,CHURNA FOR PAN,hard,training_mode
custard powder,21069080,2106,210690,CUSTARD POWDER,easy,training_mode
custar powde,21069080,2106,210690,CUSTARD POWDER,hard,training_mode
diabetic foods,21069091,2106,210690,DIABETIC FOODS,easy,training_mode
diabeti food,21069091,2106,210690,DIABETIC FOODS,hard,training_mode
sterilized or pasteurized millstone,21069092,2106,210690,STERILIZED OR PASTEURIZED MILLSTONE,easy,training_mode
sterilized pasteurized millstone,21069092,2106,210690,STERILIZED OR PASTEURIZED MILLSTONE,medium,training_mode
sterilize or pasteurize millston,21069092,2106,210690,STERILIZED OR PASTEURIZED MILLSTONE,hard,training_mode
other,21069099,2106,210690,OTHER,easy,training_mode
othe,21069099,2106,210690,OTHER,hard,training_mode
mineral waters,22011010,2201,220110,MINERAL WATERS,easy,training_mode
minera water,22011010,2201,220110,MINERAL WATERS,hard,training_mode
aerated waters,22011020,2201,220110,AERATED WATERS,easy,training_mode
aerate water,22011020,2201,220110,AERATED WATERS,hard,training_mode
ice and snow,22019010,2201,220190,ICE AND SNOW,easy,training_mode
ice snow,22019010,2201,220190,ICE AND SNOW,medium,training_mode
other,22019090,2201,220190,OTHER,easy,training_mode
othe,22019090,2201,220190,OTHER,hard,training_mode
aerated waters,22021010,2202,220210,AERATED WATERS,easy,training_mode
aerate water,22021010,2202,220210,AERATED WATERS,hard,training_mode
lemonade,22021020,2202,220210,LEMONADE,easy,training_mode
lemonad,22021020,2202,220210,LEMONADE,hard,training_mode
other,22021090,2202,220210,OTHER,easy,training_mode
othe,22021090,2202,220210,OTHER,hard,training_mode
waters including mineral waters andaerated waters,22029010,2202,220290,"WATERS, INCLUDING MINERAL WATERS ANDAERATED WATERS, CONTAINING ADDED SUGAROR OTHER SWEETENING MATTER OR FLAVOURED,AND OTHER NON - ALCOHOLIC BEVERAGES, NOTINCLUDING FRUIT OR VEGETABLE JUICES OFHEADING 2009 - OTHER : SOYA MILK DRINKS, WHETHER OR NOT SWEETENDED OR FLAVOURED",easy,training_mode
waters mineral waters waters containing sugaror,22029010,2202,220290,"WATERS, INCLUDING MINERAL WATERS ANDAERATED WATERS, CONTAINING ADDED SUGAROR OTHER SWEETENING MATTER OR FLAVOURED,AND OTHER NON - ALCOHOLIC BEVERAGES, NOTINCLUDING FRUIT OR VEGETABLE JUICES OFHEADING 2009 - OTHER : SOYA MILK DRINKS, WHETHER OR NOT SWEETENDED OR FLAVOURED",medium,training_mode
water includin minera water andaerate water,22029010,2202,220290,"WATERS, INCLUDING MINERAL WATERS ANDAERATED WATERS, CONTAINING ADDED SUGAROR OTHER SWEETENING MATTER OR FLAVOURED,AND OTHER NON - ALCOHOLIC BEVERAGES, NOTINCLUDING FRUIT OR VEGETABLE JUICES OFHEADING 2009 - OTHER : SOYA MILK DRINKS, WHETHER OR NOT SWEETENDED OR FLAVOURED",hard,training_mode
waters including mineral waters andaerated waters,22029020,2202,220290,"WATERS, INCLUDING MINERAL WATERS ANDAERATED WATERS, CONTAINING ADDED SUGAROR OTHER SWEETENING MATTER OR FLAVOURED,AND OTHER NON - ALCOHOLIC BEVERAGES, NOTINCLUDING FRUIT OR VEGETABLE JUICES OFHEADING 2009 - OTHER : FRUIT PULP OR FRUIT JUICE BASED DRINKS",easy,training_mode
waters mineral waters waters containing sugaror,22029020,2202,220290,"WATERS, INCLUDING MINERAL WATERS ANDAERATED WATERS, CONTAINING ADDED SUGAROR OTHER SWEETENING MATTER OR FLAVOURED,AND OTHER NON - ALCOHOLIC BEVERAGES, NOTINCLUDING FRUIT OR VEGETABLE JUICES OFHEADING 2009 - OTHER : FRUIT PULP OR FRUIT JUICE BASED DRINKS",medium,training_mode
water includin minera water andaerate water,22029020,2202,220290,"WATERS, INCLUDING MINERAL WATERS ANDAERATED WATERS, CONTAINING ADDED SUGAROR OTHER SWEETENING MATTER OR FLAVOURED,AND OTHER NON - ALCOHOLIC BEVERAGES, NOTINCLUDING FRUIT OR VEGETABLE JUICES OFHEADING 2009 - OTHER : FRUIT PULP OR FRUIT JUICE BASED DRINKS",hard,training_mode
waters including mineral waters andaerated waters,22029030,2202,220290,"WATERS, INCLUDING MINERAL WATERS ANDAERATED WATERS, CONTAINING ADDED SUGAROR OTHER SWEETENING MATTER OR FLAVOURED,AND OTHER NON - ALCOHOLIC BEVERAGES, NOTINCLUDING FRUIT OR VEGETABLE JUICES OFHEADING 2009 - OTHER : BEVERAGES CONTAINING MILK",easy,training_mode
waters mineral waters waters containing sugaror,22029030,2202,220290,"WATERS, INCLUDING MINERAL WATERS ANDAERATED WATERS, CONTAINING ADDED SUGAROR OTHER SWEETENING MATTER OR FLAVOURED,AND OTHER NON - ALCOHOLIC BEVERAGES, NOTINCLUDING FRUIT OR VEGETABLE JUICES OFHEADING 2009 - OTHER : BEVERAGES CONTAINING MILK",medium,training_mode
water includin minera water andaerate water,22029030,2202,220290,"WATERS, INCLUDING MINERAL WATERS ANDAERATED WATERS, CONTAINING ADDED SUGAROR OTHER SWEETENING MATTER OR FLAVOURED,AND OTHER NON - ALCOHOLIC BEVERAGES, NOTINCLUDING FRUIT OR VEGETABLE JUICES OFHEADING 2009 - OTHER : BEVERAGES CONTAINING MILK",hard,training_mode
waters including mineral waters andaerated waters,22029090,2202,220290,"WATERS, INCLUDING MINERAL WATERS ANDAERATED WATERS, CONTAINING ADDED SUGAROR OTHER SWEETENING MATTER OR FLAVOURED,AND OTHER NON - ALCOHOLIC BEVERAGES, NOTINCLUDING FRUIT OR VEGETABLE JUICES OFHEADING 2009 - OTHER : OTHER",easy,training_mode
waters mineral waters waters containing sugaror,22029090,2202,220290,"WATERS, INCLUDING MINERAL WATERS ANDAERATED WATERS, CONTAINING ADDED SUGAROR OTHER SWEETENING MATTER OR FLAVOURED,AND OTHER NON - ALCOHOLIC BEVERAGES, NOTINCLUDING FRUIT OR VEGETABLE JUICES OFHEADING 2009 - OTHER : OTHER",medium,training_mode
water includin minera water andaerate water,22029090,2202,220290,"WATERS, INCLUDING MINERAL WATERS ANDAERATED WATERS, CONTAINING ADDED SUGAROR OTHER SWEETENING MATTER OR FLAVOURED,AND OTHER NON - ALCOHOLIC BEVERAGES, NOTINCLUDING FRUIT OR VEGETABLE JUICES OFHEADING 2009 - OTHER : OTHER",hard,training_mode
non alcoholic beer,22029100,2202,220291,Non alcoholic beer,easy,training_mode
non beer,22029100,2202,220291,Non alcoholic beer,medium,training_mode
non alcoholi beer,22029100,2202,220291,Non alcoholic beer,hard,training_mode
soya milk drinks whether or not,22029910,2202,220299,"Soya milk drinks, whether or not sweetended or flavoured",easy,training_mode
soya drinks whether not sweetended flavoured,22029910,2202,220299,"Soya milk drinks, whether or not sweetended or flavoured",medium,training_mode
soya milk drink whethe or not,22029910,2202,220299,"Soya milk drinks, whether or not sweetended or flavoured",hard,training_mode
fruit pulp or fruit juice based,22029920,2202,220299,FRUIT PULP OR FRUIT JUICE BASED DRINK,easy,training_mode
fruit or fruit based drink,22029920,2202,220299,FRUIT PULP OR FRUIT JUICE BASED DRINK,medium,training_mode
frui pulp or frui juic base,22029920,2202,220299,FRUIT PULP OR FRUIT JUICE BASED DRINK,hard,training_mode
beverages containing milk,22029930,2202,220299,Beverages containing milk,easy,training_mode
beverages milk,22029930,2202,220299,Beverages containing milk,medium,training_mode
beverage containin milk,22029930,2202,220299,Beverages containing milk,hard,training_mode
other,22029990,2202,220299,Other,easy,training_mode
othe,22029990,2202,220299,Other,hard,training_mode
beer made from malt,22030000,2203,220300,BEER MADE FROM MALT,easy,training_mode
beer from malt,22030000,2203,220300,BEER MADE FROM MALT,medium,training_mode
sparkling wine,22041000,2204,220410,SPARKLING WINE,easy,training_mode
sparklin wine,22041000,2204,220410,SPARKLING WINE,hard,training_mode
port and other red wines,22042110,2204,220421,Port and other red wines,easy,training_mode
port other red,22042110,2204,220421,Port and other red wines,medium,training_mode
port and othe red wine,22042110,2204,220421,Port and other red wines,hard,training_mode
sherry and other white wines,22042120,2204,220421,Sherry and other white wines,easy,training_mode
sherry other white,22042120,2204,220421,Sherry and other white wines,medium,training_mode
sherr and othe whit wine,22042120,2204,220421,Sherry and other white wines,hard,training_mode
other,22042190,2204,220421,Other,easy,training_mode
othe,22042190,2204,220421,Other,hard,training_mode
port and other red wines,22042210,2204,220422,Port and other red wines,easy,training_mode
port other red,22042210,2204,220422,Port and other red wines,medium,training_mode
port and othe red wine,22042210,2204,220422,Port and other red wines,hard,training_mode
sherry and other white wines,22042220,2204,220422,Sherry and other white wines,easy,training_mode
sherry other white,22042220,2204,220422,Sherry and other white wines,medium,training_mode
sherr and othe whit wine,22042220,2204,220422,Sherry and other white wines,hard,training_mode
other,22042290,2204,220422,Other,easy,training_mode
othe,22042290,2204,220422,Other,hard,training_mode
port and other red wines,22042910,2204,220429,Port and other red wines,easy,training_mode
port other red,22042910,2204,220429,Port and other red wines,medium,training_mode
port and othe red wine,22042910,2204,220429,Port and other red wines,hard,training_mode
sherry and other white wines,22042920,2204,220429,Sherry and other white wines,easy,training_mode
sherry other white,22042920,2204,220429,Sherry and other white wines,medium,training_mode
sherr and othe whit wine,22042920,2204,220429,Sherry and other white wines,hard,training_mode
other,22042990,2204,220429,Other,easy,training_mode
othe,22042990,2204,220429,Other,hard,training_mode
other grape must,22043000,2204,220430,Other grape must,easy,training_mode
other must,22043000,2204,220430,Other grape must,medium,training_mode
othe grap must,22043000,2204,220430,Other grape must,hard,training_mode
in containers holding 2 l or,22051000,2205,220510,In containers holding 2 l or less,easy,training_mode
in holding 2 or less,22051000,2205,220510,In containers holding 2 l or less,medium,training_mode
in container holdin 2 l or,22051000,2205,220510,In containers holding 2 l or less,hard,training_mode
other,22059000,2205,220590,Other,easy,training_mode
othe,22059000,2205,220590,Other,hard,training_mode
other fermented beverages for example cider,22060000,2206,220600,"OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD SAKE), MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED",easy,training_mode
other beverages for cider perry sake,22060000,2206,220600,"OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD SAKE), MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED",medium,training_mode
othe fermente beverage for exampl cide,22060000,2206,220600,"OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD SAKE), MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED",hard,training_mode
concentrates of alcoholic beverages,22071011,2207,220710,Concentrates of alcoholic beverages,easy,training_mode
concentrates alcoholic beverages,22071011,2207,220710,Concentrates of alcoholic beverages,medium,training_mode
concentrate of alcoholi beverage,22071011,2207,220710,Concentrates of alcoholic beverages,hard,training_mode
spirits for industrial use,22071012,2207,220710,Spirits for industrial use,easy,training_mode
spirits industrial use,22071012,2207,220710,Spirits for industrial use,medium,training_mode
spirit for industria use,22071012,2207,220710,Spirits for industrial use,hard,training_mode
other,22071019,2207,220710,Other,easy,training_mode
othe,22071019,2207,220710,Other,hard,training_mode
other,22071090,2207,220710,Other,easy,training_mode
othe,22071090,2207,220710,Other,hard,training_mode
ethyl alcohol and other spirits denatured,22072000,2207,220720,"ETHYL ALCOHOL AND OTHER SPIRITS, DENATURED, OF ANY STRENGTH",easy,training_mode
ethyl and other denatured of strength,22072000,2207,220720,"ETHYL ALCOHOL AND OTHER SPIRITS, DENATURED, OF ANY STRENGTH",medium,training_mode
ethy alcoho and othe spirit denature,22072000,2207,220720,"ETHYL ALCOHOL AND OTHER SPIRITS, DENATURED, OF ANY STRENGTH",hard,training_mode
spirits obtained by distilling grape wine,22082010,2208,220820,Spirits obtained by distilling grape wine or grape marc : --- In containers holding 2 l or less,easy,training_mode
spirits by distilling wine or marc,22082010,2208,220820,Spirits obtained by distilling grape wine or grape marc : --- In containers holding 2 l or less,medium,training_mode
spirit obtaine by distillin grap wine,22082010,2208,220820,Spirits obtained by distilling grape wine or grape marc : --- In containers holding 2 l or less,hard,training_mode
brandy,22082011,2208,220820,Brandy,easy,training_mode
brand,22082011,2208,220820,Brandy,hard,training_mode
liquors,22082012,2208,220820,Liquors,easy,training_mode
liquor,22082012,2208,220820,Liquors,hard,training_mode
other,22082019,2208,220820,Other,easy,training_mode
othe,22082019,2208,220820,Other,hard,training_mode
,22082020,2208,220820,-,easy,training_mode
,22082090,2208,220820,-,easy,training_mode
brandy,22082091,2208,220820,Brandy,easy,training_mode
brand,22082091,2208,220820,Brandy,hard,training_mode
liquors,22082092,2208,220820,Liquors,easy,training_mode
liquor,22082092,2208,220820,Liquors,hard,training_mode
other,22082099,2208,220820,Other,easy,training_mode
othe,22082099,2208,220820,Other,hard,training_mode
,22083010,2208,220830,-,easy,training_mode
bourbon whiskey,22083011,2208,220830,Bourbon whiskey,easy,training_mode
bourbo whiske,22083011,2208,220830,Bourbon whiskey,hard,training_mode
scotch,22083012,2208,220830,Scotch,easy,training_mode
scotc,22083012,2208,220830,Scotch,hard,training_mode
blended,22083013,2208,220830,Blended,easy,training_mode
blende,22083013,2208,220830,Blended,hard,training_mode
other,22083019,2208,220830,Other,easy,training_mode
othe,22083019,2208,220830,Other,hard,training_mode
,22083020,2208,220830,-,easy,training_mode
,22083030,2208,220830,-,easy,training_mode
,22083090,2208,220830,-,easy,training_mode
bourbon whiskey,22083091,2208,220830,Bourbon whiskey,easy,training_mode
bourbo whiske,22083091,2208,220830,Bourbon whiskey,hard,training_mode
scotch,22083092,2208,220830,Scotch,easy,training_mode
scotc,22083092,2208,220830,Scotch,hard,training_mode
blended,22083093,2208,220830,Blended,easy,training_mode
blende,22083093,2208,220830,Blended,hard,training_mode
other,22083099,2208,220830,Other,easy,training_mode
othe,22083099,2208,220830,Other,hard,training_mode
,22084010,2208,220840,-,easy,training_mode
rum,22084011,2208,220840,Rum,easy,training_mode
other,22084012,2208,220840,Other,easy,training_mode
othe,22084012,2208,220840,Other,hard,training_mode
,22084020,2208,220840,-,easy,training_mode
rum,22084091,2208,220840,Rum,easy,training_mode
other,22084092,2208,220840,Other,easy,training_mode
othe,22084092,2208,220840,Other,hard,training_mode
,22085010,2208,220850,-,easy,training_mode
gin,22085011,2208,220850,GIN,easy,training_mode
geneva,22085012,2208,220850,Geneva,easy,training_mode
genev,22085012,2208,220850,Geneva,hard,training_mode
vodka,22085013,2208,220850,Vodka,easy,training_mode
vodk,22085013,2208,220850,Vodka,hard,training_mode
,22085020,2208,220850,-,easy,training_mode
gin,22085091,2208,220850,Gin,easy,training_mode
geneva,22085092,2208,220850,Geneva,easy,training_mode
genev,22085092,2208,220850,Geneva,hard,training_mode
,22085093,2208,220850,-,easy,training_mode
vodka,22086000,2208,220860,VODKA,easy,training_mode
vodk,22086000,2208,220860,VODKA,hard,training_mode
,22087010,2208,220870,-,easy,training_mode
liqueurs,22087011,2208,220870,LIQUEURS,easy,training_mode
liqueur,22087011,2208,220870,LIQUEURS,hard,training_mode
cordials,22087012,2208,220870,CORDIALS,easy,training_mode
cordial,22087012,2208,220870,CORDIALS,hard,training_mode
,22087020,2208,220870,-,easy,training_mode
liqueurs,22087091,2208,220870,Liqueurs,easy,training_mode
liqueur,22087091,2208,220870,Liqueurs,hard,training_mode
cordials,22087092,2208,220870,CORDIALS,easy,training_mode
cordial,22087092,2208,220870,CORDIALS,hard,training_mode
,22089010,2208,220890,-,easy,training_mode
tequila,22089011,2208,220890,Tequila,easy,training_mode
tequil,22089011,2208,220890,Tequila,hard,training_mode
indenatured ethyl alcohol,22089012,2208,220890,INDENATURED ETHYL ALCOHOL,easy,training_mode
indenatured alcohol,22089012,2208,220890,INDENATURED ETHYL ALCOHOL,medium,training_mode
indenature ethy alcoho,22089012,2208,220890,INDENATURED ETHYL ALCOHOL,hard,training_mode
other,22089019,2208,220890,Other,easy,training_mode
othe,22089019,2208,220890,Other,hard,training_mode
,22089020,2208,220890,-,easy,training_mode
,22089090,2208,220890,-,easy,training_mode
tequila,22089091,2208,220890,Tequila,easy,training_mode
tequil,22089091,2208,220890,Tequila,hard,training_mode
indenatured ethyl alcohol,22089092,2208,220890,Indenatured ethyl alcohol,easy,training_mode
indenatured alcohol,22089092,2208,220890,Indenatured ethyl alcohol,medium,training_mode
indenature ethy alcoho,22089092,2208,220890,Indenatured ethyl alcohol,hard,training_mode
other,22089099,2208,220890,Other,easy,training_mode
othe,22089099,2208,220890,Other,hard,training_mode
brewed vinegar,22090010,2209,220900,BREWED VINEGAR,easy,training_mode
brewe vinega,22090010,2209,220900,BREWED VINEGAR,hard,training_mode
synthetic vinegar,22090020,2209,220900,SYNTHETIC VINEGAR,easy,training_mode
syntheti vinega,22090020,2209,220900,SYNTHETIC VINEGAR,hard,training_mode
other,22090090,2209,220900,OTHER,easy,training_mode
othe,22090090,2209,220900,OTHER,hard,training_mode
meat meals and pellets including tankage,23011010,2301,230110,MEAT MEALS AND PELLETS (INCLUDING TANKAGE),easy,training_mode
meat and pellets tankage,23011010,2301,230110,MEAT MEALS AND PELLETS (INCLUDING TANKAGE),medium,training_mode
meat meal and pellet includin tankag,23011010,2301,230110,MEAT MEALS AND PELLETS (INCLUDING TANKAGE),hard,training_mode
other including greaves,23011090,2301,230110,OTHER (INCLUDING GREAVES),easy,training_mode
other greaves,23011090,2301,230110,OTHER (INCLUDING GREAVES),medium,training_mode
othe includin greave,23011090,2301,230110,OTHER (INCLUDING GREAVES),hard,training_mode
in powder form,23012011,2301,230120,IN POWDER FORM,easy,training_mode
in form,23012011,2301,230120,IN POWDER FORM,medium,training_mode
in powde form,23012011,2301,230120,IN POWDER FORM,hard,training_mode
other,23012019,2301,230120,OTHER,easy,training_mode
othe,23012019,2301,230120,OTHER,hard,training_mode
other,23012090,2301,230120,OTHER,easy,training_mode
othe,23012090,2301,230120,OTHER,hard,training_mode
maize bran,23021010,2302,230210,MAIZE BRAN,easy,training_mode
maiz bran,23021010,2302,230210,MAIZE BRAN,hard,training_mode
other,23021090,2302,230210,OTHER,easy,training_mode
othe,23021090,2302,230210,OTHER,hard,training_mode
bran sharps and other residues whetheror,23022010,2302,230220,"BRAN, SHARPS AND OTHER RESIDUES, WHETHEROR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING OF CEREALS OR OF LEGUMINOUS PLANTS - OF RICE : DE-OILED RICE BRAN",easy,training_mode
bran and other whetheror not the,23022010,2302,230220,"BRAN, SHARPS AND OTHER RESIDUES, WHETHEROR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING OF CEREALS OR OF LEGUMINOUS PLANTS - OF RICE : DE-OILED RICE BRAN",medium,training_mode
bran sharp and othe residue whethero,23022010,2302,230220,"BRAN, SHARPS AND OTHER RESIDUES, WHETHEROR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING OF CEREALS OR OF LEGUMINOUS PLANTS - OF RICE : DE-OILED RICE BRAN",hard,training_mode
bran sharps and other residues whetheror,23022020,2302,230220,"BRAN, SHARPS AND OTHER RESIDUES, WHETHEROR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING OF CEREALS OR OF LEGUMINOUS PLANTS - OF RICE : RICE BRAN, RAW",easy,training_mode
bran and other whetheror not the,23022020,2302,230220,"BRAN, SHARPS AND OTHER RESIDUES, WHETHEROR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING OF CEREALS OR OF LEGUMINOUS PLANTS - OF RICE : RICE BRAN, RAW",medium,training_mode
bran sharp and othe residue whethero,23022020,2302,230220,"BRAN, SHARPS AND OTHER RESIDUES, WHETHEROR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING OF CEREALS OR OF LEGUMINOUS PLANTS - OF RICE : RICE BRAN, RAW",hard,training_mode
bran sharps and other residues whetheror,23022090,2302,230220,"BRAN, SHARPS AND OTHER RESIDUES, WHETHEROR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING OF CEREALS OR OF LEGUMINOUS PLANTS - OF RICE : OTHER",easy,training_mode
bran and other whetheror not the,23022090,2302,230220,"BRAN, SHARPS AND OTHER RESIDUES, WHETHEROR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING OF CEREALS OR OF LEGUMINOUS PLANTS - OF RICE : OTHER",medium,training_mode
bran sharp and othe residue whethero,23022090,2302,230220,"BRAN, SHARPS AND OTHER RESIDUES, WHETHEROR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING OF CEREALS OR OF LEGUMINOUS PLANTS - OF RICE : OTHER",hard,training_mode
of wheat,23023000,2302,230230,OF WHEAT,easy,training_mode
of whea,23023000,2302,230230,OF WHEAT,hard,training_mode
